HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|HUVUDMANS NAMN|REKTORS NAMN|BARN- O FRITIDSPROGRAMMET|BYGG- O ANL. PROGRAMMET|EL- O ENERGIPROGRAMMET|FORDONS- O TRANSP. PROGRAMMET|HANDELS O ADM. PROGRAMMET|HANTVERKSPROGRAMMET|HOTELL O TURISMPROGRAMMET|INDUSTRITEKNISKA PROGRAMMET|NATURBRUKSPROGRAMMET|REST.- O LIVSMEDELSPROGRAMMET|VVS O FASTIGHETSPROGRAMMET|VÅRD O OMSORGSPROGRAMMET|EKONOMIPROGRAMMET|ESTETISKA PROGRAMMET|HUMANISTISKA PROGRAMMET|NATURVETENSKAPSPROGRAMMET|SAMHÄLLSVETENSKAPPROGRAMMET|TEKNIKPROGRAMMET|PREPARANDUTBILDNING|PROGRAMINRIKTAT IND. VAL|INDIVIDUELLT ALTERNATIV|SPRÅKINTRODUKTION|YRKESINTRODUKTION|FLYGTEKNIKUTBILDNINGEN|MARINTEKNIKUTBILDINGEN|SJÖFARTSUTBILDNINGEN|TÅGTEKNIKUTBILDNINGEN|UTBILDNINGEN SAMISKA NÄRINGAR|YRKESDANSARUTBILDNINGEN|VIDAREUTBILDING I FORM FJÄRDE TEKNISKT ÅR|ENDAST INTRODUKTIONSPROGRAM|ELEVER BARN O FRITID|ELEVER BYGG O ANL|ELEVER EL O ENERGI|ELEVER FORDON O TRANSP|ELEVER HANDEL O ADM|ELEVER HANTVERK|ELEVER HOTELL O TURISM|ELEVER INDUSTRITEKNISK|ELEVER NATURBRUK|ELEVER REST O LIVSMEDEL|ELEVER VVS O FASTIGHET|ELEVER VÅRD O OMSORG|TOTALT ANTAL ELEVER RIKSREKRYT UTB|ELEVER EKONOMI|ELEVER ESTETISK|ELEVER HUMANISTISK|ELEVER NATURVETENSKAP|ELEVER SAMHÄLLSVETENSKAP|ELEVER TEKNIK|ELEVER IB|ELEVER INTRO PREPARAND|ELEVER INTRO PROGRAMINR INDIVID|ELEVER YRKESINTRO|ELEVER INTRO INDIVID|ELEVER SPRÅKINTRO|TOTALT ANTAL ELEVER INTRODUKTIONSPROGRAM|ELEVER FLYGTEKNIKUTBILDNING|ELEVER MARINTEKNIKUTBILDNING|ELEVER SJÖFARTSUTBILDNING|ELEVER TÅGTEKNIKUTBILDNING|ELEVER UTB SAMISKA NÄRINGAR|ELEVER YRKESDANSARUTB|ELEVER VIDAREUTB FJÄRDE TEKNISKT ÅR|ELEVER TOTALT|INRIKTNING|JURIDISK FORM
Kommunal|2120000118|01|Stockholms län|0160|Täby|86923395|Täby språkintroduktion|Box 1450|18314|TÄBY|Åva skolgränd 1-3|18334|TÄBY|08-55558000|http://www.taby.se/tabysprakintro|christopher.nottberg@taby.se|TÄBY KOMMUN|Christopher Nottberg|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Enskild|5562629179|01|Stockholms län|0160|Täby|10373112|Täby Yrkesgymnasium|Täbyvägen 27|18741|TÄBY|Täbyvägen 27|18741|TÄBY|08-51160810|http://www.tabyyrkesgymnasium.se|info@tabyyrkesgymnasium.se|Utbildningscentret för yrkestrafik i Sverige AB|Johan Öhman|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|N|N|N|N|N|N|N|0|0|0|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000118|01|Stockholms län|0160|Täby|61720981|Åva gymnasium|Box 1450|18314|TÄBY|Åva skolgränd 1-3|18334|TÄBY|08-55558000|http://www.taby.se/ava|avagymnasium@taby.se|TÄBY KOMMUN|Louisa Rolandsdotter|J|N|J|N|N|N|J|N|N|J|N|J|J|N|N|J|J|J|J|J|J|J|N|N|N|N|N|N|N|J|N|47|0|112|0|0|0|15|0|0|50|0|42|0|86|0|0|293|95|339|65|24|17|0|0|58|99|0|0|0|0|0|0|0|1243||Kommuner
Kommunal|2120000126|01|Stockholms län|0162|Danderyd|20699742|Danderyds Gymnasium Ekonomi|Rinkebyvägen 4|18236|DANDERYD|Rinkebyvägen 4|18236|DANDERYD|08-56891301|http://www.dagy.danderyd.se|info@dagy.danderyd.se|DANDERYDS KOMMUN|Jeanette Fry|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|552|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|552||Kommuner
Kommunal|2120000126|01|Stockholms län|0162|Danderyd|21663998|Danderyds Gymnasium Naturvetenskap och Teknik|Rinkebyvägen 4|18236|DANDERYD|Rinkebyvägen 4|18236|DANDERYD|08-56891301|http://www.dagy.danderyd.se|info@dagy.danderyd.se|DANDERYDS KOMMUN|Gabriella Björk|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|345|0|66|0|0|0|0|0|0|0|0|0|0|0|0|0|0|411||Kommuner
Kommunal|2120000126|01|Stockholms län|0162|Danderyd|20595770|Danderyds Gymnasium Samhällsvetenskap, Naturvetenskap- och Samhällsvetenskap med varianterna bild, m|Rinkebyvägen 4|18236|DANDERYD|Rinkebyvägen 4|18236|DANDERYD|08-56891301|http://www.dagy.danderyd.se|info@dagy.danderyd.se|DANDERYDS KOMMUN|Eva Griffith|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|80|260|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|341||Kommuner
Enskild|5565160669|01|Stockholms län|0162|Danderyd|82814120|Marina läroverket i Danderyd|Stocksunds hamn|18278|STOCKSUND|Stocksunds hamn|18278|STOCKSUND|08-853200|http://www.marinalaroverket.se|info@klartskepp.se|KLART SKEPP MARINTEKNIK AB|Per Lindberg|N|N|N|N|N|N|N|N|J|N|N|N|J|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|0|0|0|0|0|0|0|0|217|0|0|0|68|33|0|0|0|96|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|414|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|8120005650|01|Stockholms län|0162|Danderyd|45164827|Viktor Rydberg gy. Djursholm|Viktor Rydbergs väg 29|18262|DJURSHOLM|Viktor Rydbergs väg 29|18262|DJURSHOLM|08-6222110|http://www.vrg.se|info@vrg.se|STIFTELSEN VIKTOR RYDBERGS SKOLA|Kristy Lundström|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|185|7|0|243|83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|518|Allmän|Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser
Enskild|5566023684|01|Stockholms län|0163|Sollentuna|68649663|Consensum Gymnasium Sollentuna|Aniaraplatsen 2, 2 tr.|19147|SOLLENTUNA|Aniaraplatsen 2, 2 tr.|19147|SOLLENTUNA|08-6230770|http://www.consensum-sollentuna.se|info@consensum-sollentuna.se|Consensum Lund AB|Jyrki Päivärinta|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|121|0|0|0|0|0|0|0|0|0|8|5|0|0|13|0|0|0|0|0|0|0|134|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5564715729|01|Stockholms län|0163|Sollentuna|43623146|Häggviks Gymnasium Gymnasieskola|Box 418|19124|SOLLENTUNA|Häggviksvägen 4|19150|SOLLENTUNA|08-51707100|http://www.haggviksgymnasium.se|haggviksgymnasium@up.se|Utvecklingspedagogik Sverige Aktiebolag|Rose-Marie Olihn|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|16|0|16|0|0|0|0|0|0|0|20|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565583282|01|Stockholms län|0163|Sollentuna|49141105|Mikael Elias Gymnasium, Sollentuna|Turebergsvägen 3|19147|SOLLENTUNA|Turebergsvägen 3|19147|SOLLENTUNA|08-58575580|http://www.mikaelelias.se|info.sollentuna@mikaelelias.se|Mikael Elias Gymnasium AB|Carl Bexell|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|57|0|0|55|103|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|215|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5561203679|01|Stockholms län|0163|Sollentuna|15870428|NTI-gymnasiet Sollentuna|Turebergsvägen 3|19147|SOLLENTUNA|Turebergsvägen 3|19147|SOLLENTUNA|08-58575585|http://www.ntigymnasiet.se|gymnasiet.sollentuna@ntig.se|NORDENS TEKNIKERINSTITUT AKTIEBOLAG (NTI)|Pontus Hillström|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|59|0|57|0|0|0|0|0|0|0|0|0|0|0|0|0|83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|199|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000134|01|Stockholms län|0163|Sollentuna|26646080|Rudbeck Ekonomiprogrammet|Box 423|19124|SOLLENTUNA|Malla Silfverstolpes väg 3|19251|SOLLENTUNA|08-57921800|http://www.rudbeck.se|info@rudbeck.se|SOLLENTUNA KOMMUN|Annika Westin|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000134|01|Stockholms län|0163|Sollentuna|26750052|Rudbeck El- och energi & Teknikprogrammet|Box 423|19124|SOLLENTUNA|Malla Silfverstolpes väg 3|19251|SOLLENTUNA|08-57921800|http://www.rudbeck.se|info@rudbeck.se|SOLLENTUNA KOMMUN|Anders Unosson|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000134|01|Stockholms län|0163|Sollentuna|18974693|Rudbeck Estetiska & Samhällsvetenskapsprogrammet|Box 423|19124|SOLLENTUNA|Malla Silfverstolpes väg 3|19251|SOLLENTUNA|08-57921800|http://www.rudbeck.se|info@rudbeck.se|SOLLENTUNA KOMMUN|Karin Schmidt Bohgard|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000134|01|Stockholms län|0163|Sollentuna|26996566|Rudbeck Humanistiska programmet & AST-enheten|Box 423|19124|SOLLENTUNA|Malla Silfverstolpes väg 3|19251|SOLLENTUNA|08-57921800|http://www.rudbeck.se|info@rudbeck.se|SOLLENTUNA KOMMUN|Anneli Malmberg Hedlund|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000134|01|Stockholms län|0163|Sollentuna|15832056|Rudbeck Introduktionsprogrammen|Box 423|19124|SOLLENTUNA|Malla Silfverstolpes väg 3|19251|SOLLENTUNA|08-57921800|http://www.rudbeck.se|info@rudbeck.se|SOLLENTUNA KOMMUN|Ola Lagerström|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000134|01|Stockholms län|0163|Sollentuna|27704246|Rudbeck Naturvetenskapsprogrammet|Box 423|19124|SOLLENTUNA|Malla Silfverstolpes väg 3|19251|SOLLENTUNA|08-57921800|http://www.rudbeck.se|info@rudbeck.se|SOLLENTUNA KOMMUN|vakant|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Enskild|5566139290|01|Stockholms län|0163|Sollentuna|81997762|Yrkesgymnasiet Sollentuna|Djupdalsvägen 24-26|19251|SOLLENTUNA|Djupdalsvägen 24-26|19251|SOLLENTUNA|08-12203070|http://www.yrkesgymnasiet.se|sollentuna@yrkesgymnasiet.se|THORENGRUPPEN AB|Margareta Axtelius|N|J|J|J|J|J|J|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|25|57|14|33|15|17|0|0|0|0|16|0|0|0|0|0|0|0|0|0|14|2|0|0|16|0|0|0|0|0|0|0|193|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5567799035|01|Stockholms län|0180|Stockholm|43565270|Atleticagymnasiet|Nordenflychtsvägen 70|11251|STOCKHOLM|Nordenflychtsvägen 70|11251|STOCKHOLM|08-12037000|http://www.atletica.nu|jose.calvo@atletica.nu|Atleticagymnasiet AB|Jose Calvo|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|141|0|0|69|138|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|348|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|77176811|Bernadottegymnasiet 77176811|Blekingegatan 55|11894|STOCKHOLM|Tjurbergsgatan 23 |11856|STOCKHOLM|08-50842120|http://www.bernadottegymnasiet.stockholm.se|bernadottegymnasiet@stockholm.se|STOCKHOLMS KOMMUN|Helena Timdahl Franke|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|277|0|0|2|0|0|0|23|25|0|0|0|0|0|0|0|302||Kommuner
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|52791537|Blackebergs gymnasium 52791537|Wergelandsgatan 22|16848|BROMMA|Wergelandsgatan 22|16848|BROMMA|08-50838600|http://www.blackebergsgymnasium.stockholm.se|blackebergsgymnasium@stockholm.se|STOCKHOLMS KOMMUN|Elisabet Sandborgh|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|122|203|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|341||Kommuner
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|85152591|Blackebergs gymnasium 85152591|Wergelandsgatan 22|16848|BROMMA|Wergelandsgatan 22|16848|BROMMA|08-50838600|http://www.blackebergsgymnasium.stockholm.se|blackebergsgymnasium@stockholm.se|STOCKHOLMS KOMMUN|Magnus Silfverstolpe|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|328|0|0|1|1|0|0|0|0|0|0|96|96|0|0|0|0|0|0|0|426||Kommuner
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|85819857|Blackebergs gymnasium 85819857|Wergelandsgatan 22|16848|BROMMA|Wergelandsgatan 22|16848|BROMMA|08-50838600|http://www.blackebergsgymnasium.stockholm.se|blackebergsgymnasium@stockholm.se|STOCKHOLMS KOMMUN|Jenny Rångeby|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|392|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|392||Kommuner
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|40600798|Bromma gymnasium 40600798|Nyängsvägen 152-154|16756|BROMMA|Nyängsvägen 152-154|16756|BROMMA|08-50849400|http://brommagymnasium.stockholm.se/|BrommaGymnasium@stockholm.se|STOCKHOLMS KOMMUN|Gunilla Blomqvist|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|372|0|0|0|1|2|0|0|0|0|1|0|1|0|0|0|0|0|0|0|376||Kommuner
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|52942981|Bromma gymnasium 52942981|Nyängsvägen 152-154|16756|BROMMA|Nyängsvägen 152-154|16756|BROMMA|08-50849400|http://brommagymnasium.stockholm.se/|BrommaGymnasium@stockholm.se|STOCKHOLMS KOMMUN|Lennart Kågestam|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|280|2|0|0|0|0|0|44|44|0|0|0|0|0|0|0|327||Kommuner
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|54117171|Bromma gymnasium 54117171|Nyängsvägen 152-154|16756|BROMMA|Nyängsvägen 152-154|16756|BROMMA|08-50849400|http://brommagymnasium.stockholm.se/|BrommaGymnasium@stockholm.se|STOCKHOLMS KOMMUN|Johan Norvell|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|J|N|N|N|N|N|N|N|N|J|N|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|174|0|171|0|1|0|0|0|0|1|0|0|0|0|0|0|0|347||Kommuner
Enskild|5568834765|01|Stockholms län|0180|Stockholm|48120273|Campus Manilla Gymnasium|Manillavägen 32-36|11521|STOCKHOLM|Manillavägen 32-36|11521|STOCKHOLM|08-6627700|http://www.cmgymnasium.se|maija.moller@campusmanilla.se|Campus Manilla Utbildning AB|Maija Möller Grimakova|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|56|0|0|39|65|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|160|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|8024530647|01|Stockholms län|0180|Stockholm|33233228|Carlgrenska Waldorfgymnasiet|Tegeluddsvägen 29|11541|STOCKHOLM|Tegeluddsvägen 29|11541|STOCKHOLM|08-6630046|http://www.carlgrenska.se|gymnasium@carlgrenska.se|STOCKHOLMS FRIA WALDORFGYMNASIUM|Merit Kempe|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|Allmän|Ideella föreningar
Enskild|5565547964|01|Stockholms län|0180|Stockholm|94167577|Cybergymnasiet Stockholm|Vanadisvägen 9 B|11346|STOCKHOLM|Vanadisvägen 9 B|11346|STOCKHOLM|08-41041008|http://www.cybergymnasiet.se|stockholm@cybergymnasiet.se|Cybergymnasiet Stockholm AB|Homar Kadir|N|N|J|N|N|J|N|N|N|N|N|N|J|J|J|J|J|J|J|J|N|N|N|N|N|N|N|N|N|N|N|0|0|54|0|0|43|0|0|0|0|0|0|0|90|138|63|64|107|177|0|64|13|0|0|0|77|0|0|0|0|0|0|0|813|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5569828451|01|Stockholms län|0180|Stockholm|27023528|Design & Construction College Stockholm|Strandbergsgatan 16 B, kod 3232|11251|STOCKHOLM|Strandbergsgatan 16 B|11251|STOCKHOLM|08-41025187|http://www.dccgymnasium.se|maria.hallner@academedia.se|Hermods Design & Construction College AB|Maria Hallner|N|N|N|N|J|N|J|N|N|N|N|N|N|J|N|N|J|J|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|58|0|91|0|0|0|0|0|0|0|40|0|0|14|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|292|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5564732856|01|Stockholms län|0180|Stockholm|53903798|Didaktus Liljeholmen|Box 47117|10074|STOCKHOLM|Lövholmsvägen 2|11743|STOCKHOLM|08-54578605|http://www.didaktus.se|gymnasium@didaktus.se|DIDAKTUS SKOLOR AB|Peter Almström (tf)|J|N|N|N|N|N|N|N|N|N|N|J|J|N|N|J|J|N|J|J|J|N|J|N|N|N|N|N|N|N|N|78|0|0|0|0|0|0|0|0|0|0|35|0|45|0|0|26|44|0|0|54|78|199|15|0|346|0|0|0|0|0|0|0|574|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566064209|01|Stockholms län|0180|Stockholm|85782695|Distra Bygg Gymnasium Sthlm|Box 7035|12107|STOCKHOLM|Hallvägen 14|12162|JOHANNESHOV|073-6837338|http://www.distra.se|info@edu.distra.se|DISTRA UTBILDNINGS CENTER AB|Sofia Rytterström|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|73|0|0|85|0|0|0|0|0|0|0|121|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566205455|01|Stockholms län|0180|Stockholm|98815582|Djurgymnasiet Stockholm|Box 44078|10073|STOCKHOLM|Trekantsvägen 7|11743|STOCKHOLM|08-7446250|http://www.djurgymnasiet.com|info@djurgymnasiet.com|ANIMALLOGOS AB|Emma Smiding|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|276|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|276|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565668794|01|Stockholms län|0180|Stockholm|97770837|Drottning Blankas Gymnasieskola Stockholm|Fyrvaktarkroken 13|12132|ENSKEDEDALEN|Fyrvaktarkroken 13|12132|ENSKEDEDALEN|070-2159949|http://www.dbgy.se|info@dbgy.se|Drottning Blankas Gymnasieskola AB|Norma Aznar|N|N|N|N|N|N|N|N|N|N|N|J|J|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|52|0|119|21|0|0|99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|291|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566814801|01|Stockholms län|0180|Stockholm|21312503|Elektrikergymnasiet|Radiusbacken 9|12629|HÄGERSTEN|Radiusbacken 9|12629|HÄGERSTEN|08-4474651|http://www.elektrikergymnasiet.se|info@elektrikergymnasiet.se|Stockholms El-utbildning AB|Friman Ulf|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|129|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|0|0|27|0|0|0|0|0|0|0|156|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5564624368|01|Stockholms län|0180|Stockholm|77632411|Engelska gymnasiet Södermalm|Allhelgonagatan 4|11858|STOCKHOLM|Allhelgonagatan 4|11858|STOCKHOLM|08-56228700|http://www.engelskagymnasiet.se|info.sodermalm@engelska.se|Internationella Engelska Skolan i Sverige AB|Rachel Heimeier|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|94|79|0|274|91|0|157|0|0|0|0|0|0|0|0|0|0|0|0|0|695|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|35541921|Enskede Gårds gymnasium 35541921|Palmfeltsvägen 111-121|12048|ENSKEDE GÅRD|Palmfeltsvägen 111-121|12048|ENSKEDE GÅRD|08-50846700|http://www.enskedegardsgymnasium.stockholm.se|enskedegardsgymnasium@stockholm.se|STOCKHOLMS KOMMUN|Jennie Rosengren|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|J|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|0|175|42|212|446|0|0|0|0|0|0|0|446||Kommuner
Enskild|8020126531|01|Stockholms län|0180|Stockholm|69650864|Enskilda gymnasiet, gy|Tegnérlunden 5|11161|STOCKHOLM|Tegnérlunden 5|11161|STOCKHOLM|08-4112060|http://www.enskildagymnasiet.se|info@enskildagymnasiet.se|ENSKILDA GYMNASIET|Lena Birkmanis|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|184|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|276|Allmän|Ideella föreningar
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|59581397|ESS-gymnasiet 59581397|Söder Mälarstrand 65|11825|STOCKHOLM|Söder Mälarstrand 65|11864|STOCKHOLM|08-50833800|http://essgymnasiet.stockholm.se/ |ess-gymnasiet@stockholm.se|STOCKHOLMS KOMMUN|Astrid Kratz|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|69|0|0|12|0|0|98|37|147|0|0|0|0|0|0|0|216||Kommuner
Kommunal|2120000142|01|Stockholms län|0180|Stockholm|76708131|Ess-gymnasiet 76708131|Söder Mälarstrand 65|11864|STOCKHOLM|Söder Mälarstrand 65|11864|STOCKHOLM|08-50833800|http://essgymnasiet.stockholm.se/|ess-gymnasiet@stockholm.se|STOCKHOLMS KOMMUN|Anna Gustafsson Avci|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
