HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|FKLASS|ÅR1|ÅR2|ÅR3|ÅR4|ÅR5|ÅR6|ÅR7|ÅR8|ÅR9|HUVUDMANS NAMN|REKTORS NAMN|ELEVAR FKLASS|ELEVER ÅR1|ELEVER ÅR2|ELEVER ÅR3|ELEVER ÅR4|ELEVER ÅR5|ELEVER ÅR6|ELEVER ÅR7|ELEVER ÅR8|ELEVER ÅR9|INRIKTNING|JURIDISK FORM
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|39568857|Berghemskolan|Blixtvägen 28-30|17770|JÄRFÄLLA|Blixtvägen 28-30|17770|JÄRFÄLLA|08-58029450|http://www.jarfalla.se|berghemskolan@jarfalla.se|J|J|J|J|J|J|J|N|N|N|JÄRFÄLLA KOMMUN|Lotta Eliasson|51|48|48|50|46|53|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|40847752|Björkebyskolan|Österdalsvägen 1|17568|JÄRFÄLLA|Österdalsvägen 1|17568|JÄRFÄLLA|08-58029940|http://www.jarfalla.se|bjorkebyskolan@jarfalla.se|N|N|N|N|N|N|J|J|J|J|JÄRFÄLLA KOMMUN|Fredrik Yggmark|0|0|0|0|0|0|148|135|130|131||Kommuner
Enskild|5564624368|01|Stockholms län|0123|Järfälla|79093755|Engelska Skolan i Järfälla|Hästskovägen 76|17739|JÄRFÄLLA|Hästskovägen 76|17739|JÄRFÄLLA|08-58430630|http://www.engelska.se|info.jarfalla@engelska.se|N|N|N|N|N|N|J|J|J|J|Internationella Engelska Skolan i Sverige AB|Sara Viljosson|0|0|0|0|0|0|126|119|150|123|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|89053805|Fastebolskolan|Fastebolvägen 1|17543|JÄRFÄLLA|Fastebolvägen 1|17543|JÄRFÄLLA|08-58029430|http://www.jarfalla.se|fastebolskolan@jarfalla.se|J|J|J|J|J|J|N|N|N|N|JÄRFÄLLA KOMMUN|Leena Nystrand|60|42|54|56|87|96|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|15080815|Fjällenskolan|Ekollongränd 1|17549|JÄRFÄLLA|Ekollongränd 1|17549|JÄRFÄLLA|08-58029774|http://www.jarfalla.se|fjallenskolan@jarfalla.se|J|J|J|J|J|J|J|J|J|J|JÄRFÄLLA KOMMUN|Per Nilsson|49|65|49|43|71|49|114|114|108|113||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|81021363|Herrestaskolan|Karlslundsvägen 25|17744|JÄRFÄLLA|Karlslundsvägen 25|17744|JÄRFÄLLA|08-58028721|http://www.jarfalla.se/underwebbar/herrestaskolan/valkommen-till-herrestaskolan.html|herrestaskolan@jarfalla.se|J|J|J|J|J|J|N|N|N|N|JÄRFÄLLA KOMMUN|Satu Harnesk|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|97184063|Högbyskolan|Högbyvägen 170|17554|JÄRFÄLLA|Högbyvägen 170|17554|JÄRFÄLLA|08-58029430|http://www.jarfalla.se|hogbyskolan@jarfalla.se|J|J|J|J|N|N|N|N|N|N|JÄRFÄLLA KOMMUN|Leena Nystrand|28|30|42|28|0|0|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|36628382|Iljansbodaskolan|Biskop Johannes väg 16|17676|JÄRFÄLLA|Biskop Johannes väg 16|17676|JÄRFÄLLA|08-58028672|http://www.jarfalla.se|iljansbodaskolan@jarfalla.se|J|J|J|J|N|N|N|N|N|N|JÄRFÄLLA KOMMUN|Carina Haking|36|25|22|36|0|0|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|46239244|Kolarängskolan|Kolarängsvägen 4|17675|JÄRFÄLLA|Kolarängsvägen 4|17675|JÄRFÄLLA|08-58029658|http://www.jarfalla.se|kolarangskolan@jarfalla.se|J|J|J|J|J|J|J|J|J|N|JÄRFÄLLA KOMMUN|Carina Haking|69|71|68|61|97|68|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|77763178|Kvarnskolan|Mjölnarvägen 5|17741|JÄRFÄLLA|Mjölnarvägen 5|17741|JÄRFÄLLA|08-58029957|http://www.jarfalla.se|malarskolan@jarfalla.se|N|N|N|N|N|N|J|J|J|J|JÄRFÄLLA KOMMUN|Gunilla Yggmark|0|0|0|0|0|0|54|78|83|53||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|17287315|Källtorpskolan|Källtorpsvägen 10|17674|JÄRFÄLLA|Källtorpsvägen 10|17674|JÄRFÄLLA|08-58029633|http://www.jarfalla.se|kalltorpskolan@jarfalla.se|N|N|N|N|N|N|J|J|J|J|JÄRFÄLLA KOMMUN|Marie-Louise Geuken Yllner|0|0|0|0|0|0|95|96|95|117||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|82757734|Lundskolan|Bondevägen 1|17545|JÄRFÄLLA|Bondevägen 1|17545|JÄRFÄLLA|08-58029501|http://www.jarfalla.se|lundskolan@jarfalla.se|J|J|J|J|J|J|N|N|N|N|JÄRFÄLLA KOMMUN|Katarina Hawkins|59|64|70|63|66|73|0|0|0|0||Kommuner
Enskild|5566146956|01|Stockholms län|0123|Järfälla|36021631|Montessoriskolan Växthuset|Hästskovägen 76|17739|JÄRFÄLLA|Hästskovägen 76|17739|JÄRFÄLLA|08-58027500|http://www.ahavaxthuset.se|info@ahavaxthuset.se|J|J|J|J|J|J|N|N|N|N|AHA UTBILDNING AB|Agneta Tunander|26|19|21|20|18|18|0|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|57755652|Neptuniskolan|Neptunivägen 4|17565|JÄRFÄLLA|Neptunivägen 4|17565|JÄRFÄLLA|08-58029892|http://www.jarfalla.se|neptuniskolan@jarfalla.se|J|J|J|J|J|J|N|N|N|N|JÄRFÄLLA KOMMUN|Lena Hagström|50|54|55|53|46|52|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|99537996|Nybergskolan|Snapphanevägen 17|17734|JÄRFÄLLA|Frihetsvägen 24|17753|JÄRFÄLLA|08-58029453|http://www.jarfalla.se|soderhojdens.for_och_grundskolor@jarfalla.se|J|J|J|J|N|N|N|N|N|N|JÄRFÄLLA KOMMUN|Agneta Landin|25|19|20|19|0|0|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|58173761|Olovslundskolan|Novembervägen 19|17760|JÄRFÄLLA|Novembervägen 19|17760|JÄRFÄLLA|08-58029382|http://www.jarfalla.se|olovslundskolan@jarfalla.se|J|J|J|J|J|J|J|N|N|N|JÄRFÄLLA KOMMUN|Ellinor Bertheau|77|65|73|82|77|80|6|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|33794207|Sandvikskolan|Färggränd 2|17547|JÄRFÄLLA|Färggränd 2|17547|JÄRFÄLLA|08-58029783|http://www.jarfalla.se|sandvikskolan@jarfalla.se|J|J|J|J|J|J|J|N|N|N|JÄRFÄLLA KOMMUN|Carina Swahn|34|39|38|46|35|34|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|62707060|Skälbyskolan|Vårdkasevägen 48|17568|JÄRFÄLLA|Vårdkasevägen 48|17568|JÄRFÄLLA|08-58029845|http://www.jarfalla.se|skalbyskolan@jarfalla.se|J|J|J|J|J|J|N|N|N|N|JÄRFÄLLA KOMMUN|Maria Mitra Ekström|78|82|79|76|76|84|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|97777849|Tallbohovskolan|Snapphanevägen 17|17734|JÄRFÄLLA|Snapphanevägen 17|17734|JÄRFÄLLA|08-58029453|http://www.jarfalla.se|soderhojdens.for_och_grundskolor@jarfalla.se|J|J|J|J|J|J|J|J|J|J|JÄRFÄLLA KOMMUN|Agneta Landin|25|21|19|19|35|36|38|46|64|53||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|12801932|Ulvsättraskolan|Källtorpsvägen 60|17674|JÄRFÄLLA|Källtorpsvägen 60|17674|JÄRFÄLLA|08-58029646|http://www.jarfalla.se|ulvsattraskolan@jarfalla.se|J|J|J|J|J|J|N|N|N|N|JÄRFÄLLA KOMMUN|Per-Olof Wigsén|66|59|56|77|53|78|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|86271166|Vattmyraskolan|Hästskovägen 40|17739|JÄRFÄLLA|Hästskovägen 40|17739|JÄRFÄLLA|08-58029408|http://www.jarfalla.se|vattmyraskolan@jarfalla.se|J|J|J|J|J|J|N|N|N|N|JÄRFÄLLA KOMMUN|Lotta Eliasson|50|44|46|48|40|51|0|0|0|0||Kommuner
Kommunal|2120000043|01|Stockholms län|0123|Järfälla|98925408|Viksjöskolan|Agrargränd 4|17544|JÄRFÄLLA|Agrargränd 4|17544|JÄRFÄLLA|08-58029750|http://www.jarfalla.se|viksjoskolan@jarfalla.se|N|N|N|N|N|N|J|J|J|J|JÄRFÄLLA KOMMUN|Johan Nyström Hjertvinge|0|0|0|0|0|0|185|183|187|153||Kommuner
Enskild|5564586716|01|Stockholms län|0123|Järfälla|66634449|Vittra Jakobsberg|Vibblabyvägen 5|17764|JÄRFÄLLA|Vibblabyvägen 5|17764|JÄRFÄLLA|08-58410590|http://www.vittra.se/jakobsberg|jakobsberg@vittra.se|J|J|J|J|J|J|J|J|J|J|Vittraskolorna AB|Shaadia Lindfors|30|33|34|33|34|36|52|54|54|43|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|7696032353|01|Stockholms län|0125|Ekerö|27595656|Birkaskolan|Box 123|17822|EKERÖ|Auroravägen 12|17832|EKERÖ|08-56410920|http://www.birkaskolan.se|expedition@birkaskolan.se|J|J|J|J|J|J|J|J|J|J|MÄLARÖARNAS MONTESSORI, EK. FÖR.|Ulrika Söderqvist|31|31|30|32|30|31|31|31|32|30|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Enskild|8152013010|01|Stockholms län|0125|Ekerö|28231215|Drottningholmskolan|Skolallén 3|17893|DROTTNINGHOLM|Skolallén 3|17893|DROTTNINGHOLM|08-56040737|http://www.drottningholmskolan.se|kansli@drottningholmskolan.se|J|J|J|J|J|J|J|J|N|N|DROTTNINGHOLMSKOLAN, MÄLARÖARNAS WALDORFSKOLA|Helena Possner|20|13|18|15|10|19|9|13|0|0|Waldorf|Ideella föreningar
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|99373839|Ekebyhovskolan|Björkuddsvägen 98|17834|EKERÖ|Björkuddsvägen 98|17834|EKERÖ|08-12457713|http://www.ekero.se/ekebyhovskolan|ekebyhovskolan@skolor.ekero.se|J|J|J|J|J|J|J|J|J|J|EKERÖ KOMMUN|Henric Lundberg |76|56|75|56|58|45|59|53|56|19||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|43038662|Färentuna skola|Färentuna|17998|FÄRENTUNA|Färentuna|17998|FÄRENTUNA|08-12457713|http://www.ekero.se/farentunaskola|farentuna.skola@skolor.ekero.se|J|J|J|J|J|J|J|N|N|N|EKERÖ KOMMUN|Johanna Frisk|36|42|38|30|34|27|37|0|0|0||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|33159363|Munsö skola|Gamla Landsvägen 10|17891|MUNSÖ|Gamla Landsvägen 10|17891|MUNSÖ|08-12457540|http://www.ekero.se/munsoskola|munso.skola@skolor.ekero.se|J|J|J|J|J|J|J|N|N|N|EKERÖ KOMMUN|Lena Runsten|14|15|15|13|7|18|0|0|0|0||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|40904373|Närlundaskolan|Trädgårdsvägen 2|17832|EKERÖ|Trädgårdsvägen 2|17832|EKERÖ|08-12457888|http://www.ekero.se/narlundaskolan|narlundaskolan@skolor.ekero.se|J|J|J|J|J|J|J|N|N|N|EKERÖ KOMMUN|Caroline Lidström|57|56|50|55|43|40|0|0|0|0||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|39195819|Sanduddens skola|Sanduddsvägen 4|17840|EKERÖ|Sanduddsvägen 4|17840|EKERÖ|08-12457483|http://www.ekero.se/sanduddensskola|sanduddens.skola@skolor.ekero.se|J|J|J|J|J|J|J|N|N|N|EKERÖ KOMMUN|Fredrick Tjus|53|53|58|50|52|51|0|0|0|0||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|26138955|Skå skola|Skå|17975|SKÅ|Skå|17975|SKÅ|08-56024002|http://www.ekero.se/skaskola|ska.skola@skolor.ekero.se|J|J|J|J|N|N|N|N|N|N|EKERÖ KOMMUN|Cajs-Marie Waldstam|24|26|26|20|25|13|0|0|0|0||Kommuner
Enskild|7696140388|01|Stockholms län|0125|Ekerö|80093683|Solbackens förskoleklass och fritidshem|Grindvägen 2-4|17960|STENHAMRA|Grindvägen 2-4|17960|STENHAMRA|08-56046010|http://www.solbacken.dinstudio.se|ostlund.skogsbacken@telia.com|J|N|N|N|N|N|N|N|N|N|Skogsbäckens personalkooperativ Ekonomisk förening|Östlund Chatarina|8|0|0|0|0|0|0|0|0|0|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|11025388|Stenhamraskolan|Herman Palms Plan 3|17960|STENHAMRA|Herman Palms Plan 3|17960|STENHAMRA|08-12457822|http://www.ekero.se/stenhamraskola|stenhamraskolan@skolor.ekero.se|J|J|J|J|J|J|J|N|N|N|EKERÖ KOMMUN|Lillemor Bergqvist|45|65|59|55|62|60|0|0|0|0||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|41377165|Sundby skola|Nyckelbyvägen 2|17890|EKERÖ|Nyckelbyvägen 2|17890|EKERÖ|08-12457575|http://www.ekero.se/sundbyskola|sundby.skola@skolor.ekero.se|J|J|J|J|J|J|J|N|N|N|EKERÖ KOMMUN|Lena Runsten|26|25|35|18|31|14|0|0|0|0||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|52217632|Tappströmsskolan|Box 205|17823|EKERÖ|Tappströmsvägen 3|17832|EKERÖ|08-12457510|http://www.ekero.se/tappstromsskolan|tappstromsskolan@skolor.ekero.se|N|N|N|N|N|N|N|J|J|J|EKERÖ KOMMUN|Fredrik Jarny|0|0|0|0|0|0|111|133|107|104||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|66475520|Träkvista skola|Gräsåkersvägen 1|17836|EKERÖ|Gräsåkersvägen 1|17836|EKERÖ|08-12457036|http://www.ekero.se/trakvista|trakvista.skola@skolor.ekero.se|J|J|J|J|J|J|J|J|J|J|EKERÖ KOMMUN|Lena Heetveld|69|62|60|58|57|49|55|49|42|50||Kommuner
Kommunal|2120000050|01|Stockholms län|0125|Ekerö|95057356|Uppgårdskolan|Uppgårds skolväg|17961|STENHAMRA|Uppgårds skolväg|17961|STENHAMRA|08-12457807|http://www.ekero.se/uppgardskolan|uppgardsskolan@skolor.ekero.se|N|N|N|N|N|N|N|J|J|J|EKERÖ KOMMUN|Lillemor Bergqvist|0|0|0|0|0|0|84|105|88|91||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|79012683|Annerstaskolan||14185|HUDDINGE|Ortopedvägen 4|14153|HUDDINGE|08-53533770|http://www.huddinge.se/annerstaskolan|annerstaskolan@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Lundin Aisha|52|67|56|54|57|48|66|59|93|76||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|13654969|Balingsnässkolan||14185|HUDDINGE|Lännavägen 80|14134|HUDDINGE|08-53536110|http://www.huddinge.se/balingsnasskolan|balingsnasskolan@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Zimmerman, Mari|61|59|60|60|60|57|49|58|59|56||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|98477278|Edboskolan||14185|HUDDINGE|Kvartettvägen 5-7|14263|TRÅNGSUND|08-53535500|http://www.huddinge.se/edboskolan|edboskolan@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Stjelke, Anna|84|106|81|100|87|86|99|71|79|77||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|15218794|Glömstaskolan|Bergavägen 9|14132|HUDDINGE|Bergavägen 9|14132|HUDDINGE|||peter.bragner@huddinge.se|J|J|J|J|J|J|J|N|N|N|HUDDINGE KOMMUN|Peter Bragner|31|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|81611939|Grindstuskolan||14185|HUDDINGE|Mogårdsvägen 10-12|14343|VÅRBY|08-53535850|http://www.huddinge.se/varbyskolor|grindstuskolan@huddinge.se|J|J|J|J|J|J|N|N|N|N|HUDDINGE KOMMUN|Sjögren, Lena|42|49|44|46|0|0|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|82962565|Hörningsnässkolan||14185|HUDDINGE|Hörningsnäsvägen 7|14145|HUDDINGE|08-53530670|http://www.huddinge.se/horningsnasskolan|horningsnasskolan@huddinge.se|J|J|J|J|N|N|N|N|N|N|HUDDINGE KOMMUN|Widercrantz, Marianne|85|79|84|85|0|0|0|0|0|0||Kommuner
Enskild|5564624368|01|Stockholms län|0126|Huddinge|97942210|Internationella Engelska Skolan Huddinge|Regulatorvägen 11|14149|HUDDINGE|Regulatorvägen 11|14149|HUDDINGE|070-1643323|http://www.engelska.se|info.huddinge@engelska.se|N|N|N|N|N|N|J|J|J|J|Internationella Engelska Skolan i Sverige AB|Maria Segerstedt|0|0|0|0|0|4|153|157|155|92|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5560354309|01|Stockholms län|0126|Huddinge|58994357|Juringe Skola|Patron Bergsväg 13|14170|SEGELTORP|Patron Bergsväg 13|14170|SEGELTORP|08-55636930|http://www.pysslingen.se/juringeskola|juringeskola@pysslingen.se|J|J|J|J|J|J|J|N|N|N|PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB|Eva-Lena Ring|43|41|59|48|25|21|0|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|96689751|Kräpplaskolan||14185|HUDDINGE|Dalkarlsvägen 45 A-B|14140|HUDDINGE|08-53530771|http://www.huddinge.se/krapplaskolan|kungsklippeskolan@huddinge.se|J|J|J|J|N|N|N|N|N|N|HUDDINGE KOMMUN|Widgren, Eva|28|28|28|26|0|0|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|89510449|Kungsklippeskolan||14185|HUDDINGE|Segersminnesvägen 8 A|14140|HUDDINGE|08-53530781|http://www.huddinge.se/kungsklippeskolan|kungsklippeskolan@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Widgren, Eva|26|28|28|27|54|56|38|53|57|56||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|54516737|Kvarnbergsskolan||14185|HUDDINGE|Gymnasievägen 6|14138|HUDDINGE|08-53530700|http://www.huddinge.se/kvarnbergsskolan|lars-ake.tafvander@huddinge.se|N|N|N|N|N|N|N|J|J|J|HUDDINGE KOMMUN|Rehn, Johanna|0|0|0|0|0|0|0|210|212|223||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|41213404|Källbrinksskolan||14185|HUDDINGE|Källbrinksvägen 55|14131|HUDDINGE|08-53530600|http://www.huddinge.se/fullerstaskolor|annika.einarsson@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Einarsson, Annika|27|27|29|51|76|83|78|116|122|119||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|89701816|Kästaskolan||14185|HUDDINGE|Hälsovägen 33|14152|HUDDINGE|070-8789719|http://grundskolor.huddinge.se/kastaskola/|mikael.brozen@huddinge.se|J|J|J|J|J|J|J|N|N|N|HUDDINGE KOMMUN|Christina Lahti |36|48|41|41|33|22|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|47585300|Lindskolan||14185|HUDDINGE|Midsommarvägen 6 B|14144|HUDDINGE|08-53535933|http://www.rosenhillskolan.huddinge.se|annika.hedlund@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Christina Dolke-Andersson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|81903519|Långsjöskolan|Chronas väg 12A|14171|HUDDINGE|Chronas väg 12A|14171|HUDDINGE|||langsjoskolan@huddinge.se|J|J|N|N|N|N|N|N|N|N|HUDDINGE KOMMUN|Lennart Norrevik|50|0|0|0|0|0|0|0|0|0||Kommuner
Enskild|5562177500|01|Stockholms län|0126|Huddinge|75565366|Myrstugubergets Friskola|Myrstuguvägen 357|14332|VÅRBY|Myrstuguvägen 357|14332|VÅRBY|08-7104949|http://www.myrstuguskolan.se|kicki.stahl@myrstuguskolan.se|J|J|J|J|J|J|N|N|N|N|Mybe AB|Kristina Ståhl|24|23|21|14|19|19|0|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5560354309|01|Stockholms län|0126|Huddinge|94301041|Myrängsskolan|Myrängsvägen 111|14137|HUDDINGE|Myrängsvägen 111|14137|HUDDINGE|08-6083450|http://www.pysslingen.se/myrangsskolan|myrangsskolan@pysslingen.se|J|J|J|J|N|N|N|N|N|N|PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB|Åsa Bauermeister|38|35|41|36|0|0|0|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|32886383|Mörtviksskolan||14185|HUDDINGE|Sonatvägen 2|14185|SKOGÅS|08-53534970|http://www.huddinge.se/mortviksskolan|inger.strand@huddinge.se|J|J|J|J|J|J|J|N|N|N|HUDDINGE KOMMUN|Gustavsson, Ingrid|55|57|50|51|48|54|44|0|0|0||Kommuner
Enskild|5564802956|01|Stockholms län|0126|Huddinge|72999150|Pärlans skola|Lammholmsbacken 165|14347|VÅRBY|Lammholmsbacken 191 A|14347|VÅRBY|08-7400280|http://www.forskolenatet.se|parlanskola@telia.com|J|J|J|J|N|N|N|N|N|N|FÖRSKOLENÄTET AKTIEBOLAG||13|13|13|10|0|0|0|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|16654786|Rosenhillskolan||14185|HUDDINGE|Vista Skolväg 1|14171|HUDDINGE|08-53530880|http://www.huddinge.se|rosenhillskolan@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Dolke-Andersson, Christina|0|0|0|0|0|0|0|0|0|1||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|15483394|Segeltorpsskolan||14185|HUDDINGE|Chronas väg 12|14147|SEGELTORP|08-53533070|http://www.huddinge.se/segeltorpsskolan|segeltorpsskolan@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Norrevik, Lennart|0|78|84|108|113|114|109|100|80|82||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|66383692|Sjötorpsskolan||14185|HUDDINGE|Sjötorpsvägen 1|14252|SKOGÅS|08-53534940|http://www.huddinge.se/sjotorpsskolan|sjotorpsskolan@huddinge.se|J|J|J|J|N|N|N|N|N|N|HUDDINGE KOMMUN|Sari, Anette|69|81|70|67|0|0|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|89847413|Skansbergsskolan|Värnvägen 27|14170|SEGELTORP|Värnvägen 27|14170|SEGELTORP|08-53533070|http://www.huddinge.se|skansbergsskolan@huddinge.se|J|J|J|J|N|N|N|N|N|N|HUDDINGE KOMMUN|Lennart Norrevik|37|25|0|0|0|0|0|0|0|0||Kommuner
Enskild|5568097405|01|Stockholms län|0126|Huddinge|10063280|Skapaskolan|Gamla Stockholmsvägen 101-103|14132|HUDDINGE|Gamla Stockholmsvägen 101-103|14132|HUDDINGE|08-41026840|http://www.skapaskolan.se|info@skapaskolan.se|J|J|J|J|J|J|J|J|N|N|The Learning Lab i Stockholm AB|Jesper Samuelsson|45|44|46|28|33|14|11|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|64081877|Snättringeskolan||14185|HUDDINGE|Häradsvägen 33|14143|HUDDINGE|08-53530750|http://www.huddinge.se/snattringeskolan|snattringeskolan@huddinge.se|J|J|J|J|J|J|J|N|N|N|HUDDINGE KOMMUN|Nadja Melander|0|84|84|84|0|0|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|10225038|Solfagraskolan||14185|HUDDINGE|Prästvägen 23-25|14131|HUDDINGE|08-53530800|http://www.huddinge.se/solfagraskolan|stefan.frohm@huddinge.se|J|J|J|J|J|J|J|N|N|N|HUDDINGE KOMMUN|Frohm, Stefan|58|55|57|58|80|87|72|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|17216588|Stenmoskolan|Bergavägen 1|14137|HUDDINGE|c/o Glömstaskolan Bergavägen 1|14137|HUDDINGE|08-53530630|http://www.huddinge.se/fullerstaskolor|gun.skybrand@huddinge.se|J|J|J|J|N|N|N|N|N|N|HUDDINGE KOMMUN|Einarsson, Annika|54|55|54|52|0|0|0|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|62004466|Stensängsskolan||14185|HUDDINGE|Svedjevägen 2|14137|HUDDINGE|08-53530794|http://www.huddinge.se/solfagraskolan|stefan.frohm@huddinge.se|J|J|J|J|J|J|N|N|N|N|HUDDINGE KOMMUN|Frohm, Stefan|27|44|25|28|27|24|17|0|0|0||Kommuner
Enskild|7696004238|01|Stockholms län|0126|Huddinge|22019000|Södertörns friskola|Björnkullaringen 42|14151|HUDDINGE|Björnkullaringen 42|14151|HUDDINGE|08-6071880|http://www.friskola.nu|info@friskola.nu|N|N|N|N|N|N|J|J|J|J|SÖDERTÖRNS FRISKOLA EKONOMISK FÖRENING|Gun Lindqvist|0|0|0|0|0|0|96|100|126|128|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|28313791|Tomtbergaskolan||14185|HUDDINGE|Kommunalvägen 31|14261|HUDDINGE|08-53530640|http://www.huddinge.se/tomtbergaskolan|guler.erdogan@huddinge.se|J|J|J|J|J|J|J|N|N|N|HUDDINGE KOMMUN|Ehrenberg, Boel|61|86|73|75|55|57|29|0|0|0||Kommuner
Kommunal|2120000068|01|Stockholms län|0126|Huddinge|42601396|Trångsundsskolan||14185|HUDDINGE|Löparvägen 4|14173|TRÅNGSUND|08-53535460|http://www.huddinge.se/trangsundsskolan|trangsundsskolan@huddinge.se|J|J|J|J|J|J|J|J|J|J|HUDDINGE KOMMUN|Alexandra Panagiotidou|77|77|77|77|75|79|93|75|67|67||Kommuner
